11,Surprise,I was taken aback with a feeling of both gasping shock and disgust when I learned the explosion could have been avoided. I cringed and gasped as I watched the sickening movie kill off the protagonist.
11,Disgust,I was taken aback with a feeling of both gasping shock and disgust when I learned the explosion could have been avoided. I cringed and gasped as I watched the sickening movie kill off the protagonist.
11,Sadness,"The avatar hissed as the wealthy king deserted his people. The deserted castle was once home to wealthy merchants, but now only hisses in the wind."
11,Joy,"The avatar hissed as the wealthy king deserted his people. The deserted castle was once home to wealthy merchants, but now only hisses in the wind."
11,Fear,"The avatar hissed as the wealthy king deserted his people. The deserted castle was once home to wealthy merchants, but now only hisses in the wind."
12,Sadness,"I sat on the grass in agony, longing for someone because the savage world betrayed me by stripping me of my mother."
12,Joy,"Last weekend, I found out that I’m such a city person because when I was at the nightclub, I was dancing so enthusiastically that my feet were never on the floor for more than a second."
12,Fear,"Sitting in the dark in my living room, I anxiously check my phone every minute, wondering why my teenage daughter isn’t home at midnight."
12,Anger,I have never heard so many curse words until the day my dad vehemently berated Troy for impregnating his girlfriend at 16 years old.
12,Disgust,"Surrounded by my family and friends, I opened my Harvard admissions letter, and our mouths plopped open when I read that I was accepted into Harvard Law."
12,Sadness,"I can’t help but cry when I think about my best friend’s death, but I also can’t help but smile when I think about the memories I made with him."
12,Joy,"I can’t help but cry when I think about my best friend’s death, but I also can’t help but smile when I think about the memories I made with him."
12,Fear,"I really hate that Elon Musk announced layoffs today with no regard for our wellbeings, but I’m scared to express my opinions because I might get targeted during the layoffs."
12,Anger,"I really hate that Elon Musk announced layoffs today with no regard for our wellbeings, but I’m scared to express my opinions because I might get targeted during the layoffs."
12,Surprise,"This morning, I was so aghast when I saw a homeless man’s hairy body while he was shamelessly pooping in a Janitor’s mopping bucket in a NYC subway station."
12,Disgust,"This morning, I was so aghast when I saw a homeless man’s hairy body while he was shamelessly pooping in a Janitor’s mopping bucket in a NYC subway station."
12,Sadness,I was so excited to see my wife pursue her dream job in a different country but secretly I was concealing my tears because I felt abandoned to take care of our son.
12,Joy,I was so excited to see my wife pursue her dream job in a different country but secretly I was concealing my tears because I felt abandoned to take care of our son.
12,Fear,I was so excited to see my wife pursue her dream job in a different country but secretly I was concealing my tears because I felt abandoned to take care of our son.
13,Sadness,She could feel her heart start to ache knowing the little time they had to spend together was coming to an end.
13,Joy,"Setting sail on the final island in their journey filled the crew with excitement. Some jumped with joy, others sighed a breath of relief, but he simply laughed at the sight presented before them."
13,Fear,"Knowing he was powerless against the tyrant regime’s army, all he could do was suppress his fear as they plundered all of his belongings."
13,Anger,"The tiger snarled as the hunter sneaked closer, warning him to keep his distance."
13,Surprise,"He felt that he would surely win the duel as he confidently took 10 paces forward. He suddenly turns and quickly takes his shot. He pauses for a second, shocked as he sees his foe standing unharmed, before falling to the ground himself."
13,Disgust,"As the rescue team rushes to aid the infected, they can’t help but look with disgust at their deformed limbs."
13,Sadness,"An enormous sense of fulfillment rushed over the team as they scored the winning point. But as their excitement came to an end, they couldn’t help but cry knowing that this would be the last time they would play together."
13,Joy,"An enormous sense of fulfillment rushed over the team as they scored the winning point. But as their excitement came to an end, they couldn’t help but cry knowing that this would be the last time they would play together."
13,Fear,"Twelve years of an oppressive dictatorship is all the country’s people had any memory of. Unable to endure the pain any longer, a resistance was formed in secret. Having gathered a large enough following, today marked the beginning of their rebellion."
13,Anger,"Twelve years of an oppressive dictatorship is all the country’s people had any memory of. Unable to endure the pain any longer, a resistance was formed in secret. Having gathered a large enough following, today marked the beginning of their rebellion."
13,Surprise,"As the adventurers reached the end of the dungeon, they noticed that the treasure was guarded by an ominous ooze. When they approached it, they were paralyzed in fear as the ooze took on the form of their closest loved ones."
13,Disgust,"As the adventurers reached the end of the dungeon, they noticed that the treasure was guarded by an ominous ooze. When they approached it, they were paralyzed in fear as the ooze took on the form of their closest loved ones."
13,Sadness,"“Here, the last of the $10,000. You’re keeping your word right? Leave this town now and release my family.” She was relieved at the thought of finally bringing peace to this town. “Oh, how wonderful! But did you really think I was done? Thanks for bringing me the money, but I no longer have a need for you. Leave.” She dropped to her knees, laying in dismay. The strong-willed girl she had built herself to become had suddenly disappeared and she was once again afraid of the man standing in front of her."
13,Joy,"“Here, the last of the $10,000. You’re keeping your word right? Leave this town now and release my family.” She was relieved at the thought of finally bringing peace to this town. “Oh, how wonderful! But did you really think I was done? Thanks for bringing me the money, but I no longer have a need for you. Leave.” She dropped to her knees, laying in dismay. The strong-willed girl she had built herself to become had suddenly disappeared and she was once again afraid of the man standing in front of her."
13,Fear,"“Here, the last of the $10,000. You’re keeping your word right? Leave this town now and release my family.” She was relieved at the thought of finally bringing peace to this town. “Oh, how wonderful! But did you really think I was done? Thanks for bringing me the money, but I no longer have a need for you. Leave.” She dropped to her knees, laying in dismay. The strong-willed girl she had built herself to become had suddenly disappeared and she was once again afraid of the man standing in front of her."
14,Sadness,"The dog sat inside of his abysmal house, longing to be outside."
14,Joy,"In the movie, the boy’s hero defeated the villain making the boy leap in the air."
14,Fear,The doctor came into the room and began describing the deadly carcinoma seen on the scan to the patient’s family.
14,Anger,The girl stomped to her room after her parents sent her upstairs because of her act of rebellion.
14,Surprise,The jury could not believe the witness’s confession as the lawyer broke him down.
14,Disgust,"The family looked away in horror, as the bacteria continued to grow."
14,Sadness,"Despite being antisocial throughout the years, I am hopeful that I will make new friends in college."
14,Joy,"Despite being antisocial throughout the years, I am hopeful that I will make new friends in college."
14,Fear,"He did not want to dishonor his family, but he renounced the family business to go to college."
14,Anger,"He did not want to dishonor his family, but he renounced the family business to go to college."
14,Surprise,"She thought he was bending down on one knee to ask her to marry him, but to her disappointment, he was just tying his shoe."
14,Disgust,"She thought he was bending down on one knee to ask her to marry him, but to her disappointment, he was just tying his shoe."
14,Sadness,"Despite her traumatic injury, she was happy to know that she was healing well only if she continued on her disciplined regimen of medications."
14,Joy,"Despite her traumatic injury, she was happy to know that she was healing well only if she continued on her disciplined regimen of medications."
14,Fear,"Despite her traumatic injury, she was happy to know that she was healing well only if she continued on her disciplined regimen of medications."
15,Sadness,The widower weeps for his deceased wife.
15,Joy,He rejoiced at the sight of his newly born daughter.
15,Fear,"I have been secluded in this cell for the past two days with no food or water, and only the voices in my head for company."
15,Anger,"The people, disillusioned by the recent actions of the government, have risen up in protest."
15,Surprise,How pleasant it is to see your delivery package arrive two days early.
15,Disgust,"The birch trees have been contaminated by an unidentified affliction, leaving their bark in a sickening shade of green."
15,Sadness,"We commemorate this brave and caring mother, whose act of sacrifice demonstrates her undying love for her children."
15,Joy,"We commemorate this brave and caring mother, whose act of sacrifice demonstrates her undying love for her children."
15,Fear,The fact that the school district would deprive children of access to lunch is unthinkable.
15,Anger,The fact that the school district would deprive children of access to lunch is unthinkable.
15,Surprise,The recent actions of this celebrity musician are nothing less than an affront to humanity.
15,Disgust,The recent actions of this celebrity musician are nothing less than an affront to humanity.
15,Sadness,"The weight in the voice of the opera singer conveyed the melange of emotions that Odysseus experiences as he reaches his destination at long last, marking the conclusion of his seemingly endless voyage at sea."
15,Joy,"The weight in the voice of the opera singer conveyed the melange of emotions that Odysseus experiences as he reaches his destination at long last, marking the conclusion of his seemingly endless voyage at sea."
15,Fear,"The weight in the voice of the opera singer conveyed the melange of emotions that Odysseus experiences as he reaches his destination at long last, marking the conclusion of his seemingly endless voyage at sea."
16,Sadness,"This unsuccessful negotiation not only caused us substantial damages, but also deepened the disconnect between us."
16,Joy,"Whenever I see my wife's smiling face, my heart fills with love and felicity"
16,Fear,"While I was exploring the grasslands, the roar of lions in the distance made me feel incredibly unsafe and anxious."
16,Anger,"He is very opinionated when it comes to money-related topics, leading to storming arguments every time."
16,Surprise,"Just when we thought the prank was over, he suddenly reappeared out of nowhere with an unforeseen twist that left us all surprised."
16,Disgust,"The sight of maggots squirming in the garbage disgusted me, and I couldn't stand the repulsive creatures."
16,Sadness,"Despite the negative memories the music evokes, I can't help but feel a sense of felicity as I recall the happy times we shared together."
16,Joy,"Despite the negative memories the music evokes, I can't help but feel a sense of felicity as I recall the happy times we shared together."
16,Fear,"The sight of the homicidal maniac throwing a stone at our car made me feel both fearful, knowing that the situation was highly hazardous."
16,Anger,"The sight of the homicidal maniac throwing a stone at our car made me feel both fearful, knowing that the situation was highly hazardous."
16,Surprise,"As I stepped into the slush-filled alley, a startling sight made me sick - a pile of rotting garbage."
16,Disgust,"As I stepped into the slush-filled alley, a startling sight made me sick - a pile of rotting garbage."
16,Sadness,"I was happy to see his sympathetic side, but at the same time scared and hurt by his second personality."
16,Joy,"I was happy to see his sympathetic side, but at the same time scared and hurt by his second personality."
16,Fear,"I was happy to see his sympathetic side, but at the same time scared and hurt by his second personality."
17,Sadness,The widow can be found weeping near her son’s grave.
17,Joy,"As the lottery numbers were read out one by one, the man realized that they were his and he jumped about with glee, grinning from ear to ear."
17,Fear,"The stray dog stared into the dark forest, seeing only predatory eyes looking back at him from the looming abyss."
17,Anger,Edmond vowed that he would enact a brutal and insidious revenge on all of those that had wronged him.
17,Surprise,A loud noise shook the hall as the sorcerers staff abruptly transformed into a snake
17,Disgust,"At the party, a girl’s face wrinkled up at the appalling sight of her drunk boyfriend dancing around like a fool."
17,Sadness,"Following the murder of his father, Genghis was left abandoned by his own tribe, but a bright vision flashed across his mind of uniting the lands under a singular control, and thus he rode off with a newfound exuberance."
17,Joy,"Following the murder of his father, Genghis was left abandoned by his own tribe, but a bright vision flashed across his mind of uniting the lands under a singular control, and thus he rode off with a newfound exuberance."
17,Fear,"The Wizard of Oz possessed and wielded his power with terrifying cruelty, but when it was found out that he was a mere weak man behind the curtain, the adventurers' tempers exploded."
17,Anger,"The Wizard of Oz possessed and wielded his power with terrifying cruelty, but when it was found out that he was a mere weak man behind the curtain, the adventurers' tempers exploded."
17,Surprise,"Shockingly, there was a corpse of a deer on the road right in front of them and its stench filled the air."
17,Disgust,"Shockingly, there was a corpse of a deer on the road right in front of them and its stench filled the air."
17,Sadness,"The people found the body of their friend seemingly in a comatose state, as the body moved, they became ecstatic with relief, but that relief turned to terror as their friend had sharp teeth and the look of a demented vampire."
17,Joy,"The people found the body of their friend seemingly in a comatose state, as the body moved, they became ecstatic with relief, but that relief turned to terror as their friend had sharp teeth and the look of a demented vampire."
17,Fear,"The people found the body of their friend seemingly in a comatose state, as the body moved, they became ecstatic with relief, but that relief turned to terror as their friend had sharp teeth and the look of a demented vampire."
18,Sadness,I was telling my story about bossing my subordinates during the Christmas office party when I was then interrupted by a sudden blackout. I could no longer tell my anecdote.
18,Joy,"I was digging some sand on the beach, but I then found some buried treasure. It looks like someone’s beautiful wedding ring is mine now."
18,Fear,"The town is in jeopardy of an incoming tsunami if we do not evacuate it. However, the townsfolk accused me of spreading lies and subsequently perished."
18,Anger,"“This lawsuit has no basis in fact and is very malicious,” the defense lawyer argued. “Your client took my client’s money supposedly as an investment into blockchain technology, but in reality stole it to buy a yacht to impress his friends on the Internet,” the plaintiff’s lawyer responded."
18,Surprise,"The way the FBI raid was a complete shock to the community, but perhaps the house with funky chemical smells coming out of it should have served as a warning that something was up."
18,Disgust,The cake that the kids baked using a recipe from TikTok looked revolting as the icing oozed from the interior of the cake which was also sprinkled with bacon.
18,Sadness,"It was very painful to retile the bathroom, to install hardwood floors, and to repaint the rooms taking hours of labor and dealing with overpriced contractors. At the end, we were pleased that the renovation of the house was complete."
18,Joy,"It was very painful to retile the bathroom, to install hardwood floors, and to repaint the rooms taking hours of labor and dealing with overpriced contractors. At the end, we were pleased that the renovation of the house was complete."
18,Fear,The manager had enough. He was going to enforce the policy against reheating leftovers in the breakroom microwave for the employee. The employee was then fired for cause preventing him from accessing unemployment insurance.
18,Anger,The manager had enough. He was going to enforce the policy against reheating leftovers in the breakroom microwave for the employee. The employee was then fired for cause preventing him from accessing unemployment insurance.
18,Surprise,The then-president was ousted in a coup by his own generals who used a horrifying show of force for which he felt no choice but to flee the presidential palace.
18,Disgust,The then-president was ousted in a coup by his own generals who used a horrifying show of force for which he felt no choice but to flee the presidential palace.
18,Sadness,"I was a shell creator on the battlefield. Occasionally, a shell would land nearby but it was otherwise quiet. I could not move or else I would lose my life. It was then when I heard a whistle and yell. “Ceasefire!” It is an uplift to my spirit to know that I can walk back to my comrades."
18,Joy,"I was a shell creator on the battlefield. Occasionally, a shell would land nearby but it was otherwise quiet. I could not move or else I would lose my life. It was then when I heard a whistle and yell. “Ceasefire!” It is an uplift to my spirit to know that I can walk back to my comrades."
